Reference Handle,Token,Item Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Current Quantity Auntie Jummy's Candy & Snacks,New Quantity Auntie Jummy's Candy & Snacks,Stock Alert Enabled Auntie Jummy's Candy & Snacks,Stock Alert Count Auntie Jummy's Candy & Snacks
#sunshine-cheez-it-crackers-snack-mix-original-10-5oz-regular,AQN742XQN5J2YFWG7EXGJ3KR,Sunshine Cheez-It Crackers Snack Mix Original 10.5oz,Regular,422451S,,water > Snacks,water > Snacks,,,,24100514458,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#sunshine-cheez-it-crackers-snack-mix-original-6oz-regular,BM6MFU75GYKPVUDN2IYLQNN6,Sunshine Cheez-It Crackers Snack Mix Original 6oz,Regular,9891555,,,,,,,24100109876,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#swedish-fish-2-oz-24-count-regular,OFY6ENET6LNWPNXE3CN3KTFJ,Swedish Fish 2 Oz 24 count,Regular,3981197,,Cookies > candy,Cookies > candy,,,,70462542509,,Physical good,,,,,,,,1.5,,N,,,,,,,24,,,
#swedish-fish-assorted-flavors-3-5oz-regular,SO5H3EYTBKYXTJFP4MOEVOMU,Swedish Fish Assorted Flavors 3.5oz,Regular,70462098365,,Cookies > candy,Cookies > candy,,,,70462098365,,Physical good,,,,,,,,1.89,,N,,,,,,,3,,,
#swedish-fish-mini-soft-chewy-candy-size-12oz-regular,ZU5QE6GTVEN5447L7TZWOTQG,Swedish Fish Mini Soft & Chewy Candy Size 12oz,Regular,Y813644,,Cookies > candy,Cookies > candy,,,,70462008258,visible,Physical good,,,,,,,,6.25,,N,,,,N,,,,,,
#swedish-fish-mini-tropical-soft-chewy-candy-regular,P53E2C5W2GUDZ2I5INJOKXB3,Swedish Fish Mini Tropical Soft & Chewy Candy,Regular,V288460,,Cookies > candy,Cookies > candy,,,,,,Physical good,,,,,,,,1.89,,N,,,,,,,3,,,
#swedish-fish-soft-chewy-candy-regular,JHHTQG4QYCKBHSKZ4CVHFVVO,Swedish Fish Soft & Chewy Candy,Regular,70462431230,,Cookies > candy,Cookies > candy,,,,,,Physical good,,,,,,,,1.89,,N,,,,,,,3,,,
#sweetarts-original-candy-oz-theater-box-ct-regular,PZUAZS6V6S2CBDYQQV5G7PUY,Sweetarts Original Candy oz Theater Box ct,Regular,7376324,,Cookies > candy,Cookies > candy,,,,79200928391,visible,Physical good,,,,N,N,N,N,1.99,,N,,N,,N,,,,,,
#sweetarts-soft-chewy-ropes-tangy-candy-cherry-punch-3oz-regular,XOC7KZUUELJGZRR37HGEKXER,"Sweetarts, Soft & Chewy Ropes Tangy Candy, Cherry Punch 3oz",Regular,570116Z,,Cookies > candy,Cookies > candy,,,,79200531034,,Physical good,,,,,,,,1.99,,N,,,,,,,5,,,
#twix-minis-size-caramel-chocolate-cookie-candy-bar-2-43oz-regular,26JDCXZF3PG52XCQRLLMAE5U,TWIX Minis Size Caramel Chocolate Cookie Candy Bar 2.43oz,Regular,520549T,,,,,,,40000565154,,Physical good,,,,,,,,1.99,,N,,,,,,,8,,,
#takis-blue-heat-rolls-9-9-oz-bag-spicy-tortilla-chips-regular,32A6Z5HTDGKZLBGBZKC3JJJC,Takis Blue Heat Rolls 9.9 oz Bag spicy Tortilla Chips,Regular,7.57528E+11,,water > Snacks,water > Snacks,,,,,,Physical good,,,,,,,,4.5,,N,,,,,,,0,,,
#takis-blue-heat-rolls-9-9-oz-bag-spicy-tortilla-chips-1-regular,52WDLNLHWAMNM4MSM7TSLP7T,Takis Blue Heat Rolls 9.9 oz Bag spicy Tortilla Chips [126467v],Regular,126467V,,Chips,Chips,,,,,,Physical good,,,,,,,,4.25,,N,,,,,,,10,,,
#tastykake-cinnamon-bagged-donuts-regular,OIIDDVRHGL4PXFC7RVAHJ2KH,Tastykake Cinnamon Bagged Donuts,Regular,5720760,,water > Snacks,water > Snacks,,,,25600085059,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#tastykake-mini-donuts-regular,VRWUIICU6DNZNIU64H6X4XIR,"Tastykake, Mini Donuts",Regular,1760122,,water > Snacks,water > Snacks,,,,25600007860,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#the-original-gourmet-jelly-bean-regular,I2D6RPEVWMM3RBYJ6PIL74CT,The Original Gourmet Jelly Bean,Regular,E791609,,water > Snacks,water > Snacks,,,,71567980074,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#the-original-malted-milk-balls-regular,D4RVCXJWFT3J67LNJAWPBOX3,The Original Malted Milk Balls,Regular,6556495,,Cookies > candy,Cookies > candy,,,,10700024404,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#three-musketeers-3-minis-small-bag-1-2-64-oz-regular,76M2YAWLLF25K5PT5CUSEL6E,Three Musketeers 3 Minis Small Bag (1) 2.64 oz,Regular,982249W,,Cookies > candy,Cookies > candy,,,,40000565116,,Physical good,,,,,,,,1.99,,N,,,,,,,4,,,
#tic-tac-mints-freshmints-1oz-regular,MOWFQFD2LUOH2U73KDL2BHUX,"Tic Tac Mints, Freshmints 1oz",Regular,707836N,,Cookies > candy,Cookies > candy,,,,9800007615,,Physical good,,,,,,,,1.46,,N,,,,N,,,12,,,
#toaster-pastries-regular,42FWKKWO32NUGVPTYCXBYGTC,Toaster Pastries,Regular,457331J,,,,,,,38000003004,,Physical good,,,,,,,,4.5,,N,,,,,,,-1,,,
#toaster-pastries-1-regular,XVTYDYSAIHPLSASOPKXK3QKI,Toaster Pastries [f872803],Regular,F872803,,water > Snacks,water > Snacks,,,,,,Physical good,,,,,,,,4.25,,N,,,,N,,,1,,,
#toaster-pastries-2-regular,6DLOORX4RBM275GJNVW443Z4,Toaster Pastries [372193q],Regular,372193Q,,water > Snacks,water > Snacks,,,,,,Physical good,,,,,,,,4.25,,N,,,,N,,,1,,,
#toblerone-chocolate-bar-milk-chocolate-1x21-000-oz-regular,REY55PIKZKBRV7SIM3GKKKL3,Toblerone Chocolate Bar Milk Chocolate 1x21.000 oz,Regular,699167H,,Candy,Candy,,,,70221004002,,Physical good,,,,,,Y,Y,13.99,,N,,,,,,,0,,,
#toblerone-chocolate-bar-milk-chocolate-3-52oz-regular,Y72MMYH3VNJWRIARH3GLRXTR,Toblerone Chocolate Bar Milk Chocolate 3.52oz,Regular,V509373,,Cookies > candy,Cookies > candy,,,,70221011116,,Physical good,,,,,,,,4,,N,,,,N,,,3,,,
#tonton-pierrot-regular,4PFBO3LD5B6QRQOJJFG27V3S,Tonton Pierrot,Regular,117644J,,Candy,Candy,,,,7.42408E+11,,Physical good,,,,,,Y,Y,5,,N,,,,,,,15,,,
#tony-s-chocolonely-chocolate-bar-pack-milk-dark-chocolate-bars-individually-packed-w-nougat-caramel-hazelnut-almond-sea-salt-chocolate-candy-bars-chocolate-candy-variety-pack-regular,KVBNDS2DMXXTI5COUMXE7SJF,"Tony's Chocolonely Chocolate Bar Pack - Milk & Dark Chocolate Bars, Individually Packed, w/ Nougat, Caramel, Hazelnut, Almond & Sea Salt, Chocolate Candy Bars, Chocolate Candy Variety Pack",Regular,282742Z,,,,,,,,,Physical good,,,,,,,,12.98,,N,,,,,,,0,,,
#tony-s-chocoloney-10-16-oz-regular,XE55V2RXLMCOPWIJJQ2QYBTZ,Tony's Chocoloney 10.16 Oz,Regular,8.50012E+11,,,,,,,,,Physical good,,,,,,,,12.98,,N,,,,,,,2,,,
#tostitos-chunky-salsa-medium-regular,EXWZ7NMNZTX4VVGAA6SHJ4LJ,Tostitos Chunky Salsa Medium,Regular,4010042,,Dip sause,Dip sause,,,,,,Physical good,,,,,,,,5,,N,,,,,,,2,,,
#tostitos-nacho-cheese-dip-3-625oz-regular,W7LBSOS5ZPPSI6LFFPGYY4QX,Tostitos Nacho Cheese Dip 3.625oz,Regular,C744084,,,,,,,2840331,,Physical good,,,,,,,,1.39,,N,,,,N,,,1,,,
#tostitos-salsa-con-queso-medium-15oz-regular,FTKE3LLDIP7VAOKUCYFHGPQT,Tostitos Salsa Con Queso Medium 15oz,Regular,996795G,,Dip sause,Dip sause,,,,28400070980,,Physical good,,,,,,,,5,,N,,,,,,,2,,,
#trident-chewing-gum-tropicanal-twist-14-sticks-regular,MSK77YQ6SMVRZYEK353CCWYY,Trident Chewing Gum Tropicanal Twist 14 Sticks,Regular,858877K,,Cookies > candy,Cookies > candy,,,,73390055172,,Physical good,,,,,,,,1.89,,N,,,,,,,10,,,
#trident-chewing-gum-watermelon-regular,SR7NRYR5SD7THFV3AWQPMXLQ,Trident Chewing Gum Watermelon,Regular,4397912,,Cookies > candy,Cookies > candy,,,,73390055189,,Physical good,,,,,,,,1.89,,N,,,,,,,4,,,
#trident-island-berry-lime-regular,DAF5KVGNPSXXR5PLH7XKRSRF,Trident Island Berry Lime,Regular,7217065,,Cookies > candy,Cookies > candy,,,,73390055257,,Physical good,,,,,,,,1.89,,N,,,,,,,4,,,
#trolli-gummi-candy-sour-brite-crawlers-7-2oz-regular,NIKBS6TLP54XZ7DTCV3R7SE3,Trolli Gummi Candy Sour Brite Crawlers 7.2oz,Regular,41420016233,,Cookies > candy,Cookies > candy,,,,41420016233,,Physical good,,,,,,,,3.25,,N,,,,N,,,2,,,
#trolli-sour-brite-crawlers-gummywormss-3-4oz-regular,T6HUJE57U6ROTTZSEBJOUB5O,Trolli Sour Brite Crawlers GummyWormss 3.4oz,Regular,4919312,,Cookies > candy,Cookies > candy,,,,41420069987,,Physical good,,,,,,,,1.99,,N,,,,,,,4,,,
#trolli-sour-brite-crawlers-original-candy-14oz-recloseable-bag-regular,K45XKEV6NTDTHTUYPONIDSXE,Trolli Sour Brite Crawlers Original Candy 14oz Recloseable Bag,Regular,R702170,,Cookies > candy,Cookies > candy,,,,41420045141,visible,Physical good,,,,,,,,5.25,,N,,,,N,,,,,,
#trolli-sour-brite-crawlers-very-berry-3-4-oz-regular,TQHXXAUMZEFAIKEX5272OTWV,Trolli Sour Brite Crawlers Very Berry 3.4 oz,Regular,964832H,,Cookies > candy,Cookies > candy,,,,41420069895,,Physical good,,,,,,,,1.99,,N,,,,,,,4,,,
#trolli-sour-brite-octopus-gummy-worms-3oz-regular,6KD5I7ZSJT6PB32REOF7G7JZ,Trolli Sour Brite Octopus Gummy Worms 3oz,Regular,691166L,,Cookies > candy,Cookies > candy,,,,41420070006,,Physical good,,,,,,,,1.89,,N,,,,,,,3,,,
#trolling-sour-bite-squad-12-3-oz-regular,3YV4IQLD75W6PRS4KSWLUSP6,Trolling sour bite Squad 12.3 oz,Regular,K851730,,Cookies > candy,Cookies > candy,,,,,visible,Physical good,,,,,,,,5.25,,N,,,,N,,,,,,
#tropicana-pure-premium-cranberry-cocktail-regular,VRVF6THZONJAF4COGHX2F2LX,Tropicana Pure Premium Cranberry Cocktail,Regular,9966790,,,,,,,48500205990,,Physical good,,,,,,,,2.5,,N,,,,,,,-1,,,
#tropicana-pure-premium-cranberry-cocktail-1-regular,T6WWUGZAJARC5QDVRNPEPW5B,Tropicana Pure Premium Cranberry Cocktail [c755270],Regular,C755270,,Chips > Drinks,Chips > Drinks,,,,,,Physical good,,,,,,,,2.5,,N,,,,N,,,12,,,
#tropicana-pure-premium-home-style-orange-juice-12-oz-regular,SWG7KZVB2XGLGJCHWJWY6KKE,"Tropicana Pure Premium Home Style Orange Juice, 12 oz",Regular,713862J,,Chips > Drinks,Chips > Drinks,,,,,,Physical good,,,,,,,,2.5,,N,,,,N,,,12,,,
#tropicana-pure-premium-home-style-orange-juice-12-oz-1-regular,QYK5UT4KFFW57R4OQZ6A37G5,"Tropicana Pure Premium Home Style Orange Juice, 12 oz [655609k]",Regular,655609K,,,,,,,48500206027,,Physical good,,,,,,,,2.5,,N,,,,,,,-1,,,
#tropicana-refresher-11-oz-classic-lemonade-regular,PZNW2YSJ4D2SZPD5DENEF47Z,Tropicana Refresher 11 oz Classic Lemonade,Regular,527524M,,,,,,,48500206553,,Physical good,,,,,,,,2.5,,N,,,,,,,0,,,
#tropicana-refresher-11-oz-classic-lemonade-1-regular,XYK3BPXAXU3PXNPQKVDF22LR,Tropicana Refresher 11 oz Classic Lemonade [1456762],Regular,1456762,,Chips > Drinks,Chips > Drinks,,,,,,Physical good,,,,,,,,2.5,,N,,,,N,,,12,,,
#turtles-the-original-nut-cluster-bites-regular,WFPNN6MR4J2RLX4OF64KML6S,Turtles The Original Nut Cluster Bites,Regular,W983336,,Nuts,Nuts,,,,8.72181E+11,visible,Physical good,,,,,,Y,Y,variable,,N,,,,N,,,2,,,
#twin-wrapped-swiss-rolls-regular,7MHRB65EOAIP6OWCWNUQEFH5,Twin-wrapped Swiss Rolls,Regular,702007F,,water > Snacks,water > Snacks,,,,24300041303,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#twix-caramel-full-size-chocolate-cookie-candy-bars-1-79oz-regular,MXXWSRS5MRIQOGX4FOSM3WP7,Twix Caramel Full Size Chocolate Cookie Candy Bars 1.79oz,Regular,184716J,,Cookies > candy,Cookies > candy,,,,40000004356,,Physical good,,,,,,,,1.99,,N,,,,,,,90,,,
#twix-fun-size-candy-bars-regular,C56TQ5VECGHXEX5PEDLS4UUW,Twix Fun Size Candy Bars,Regular,J274115,,Cookies > candy,Cookies > candy,,,,40000596356,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#twix-ice-cream-bar-king-size-regular,QTIMKJ6DXNRXXOPYL6U3MRFT,"Twix, Ice Cream Bar King Size",Regular,47677474208,,,,,,,,,Physical good,,,,,,,,2.25,,N,,,,,,,45,,,
#twix-ice-cream-bar-king-size-3oz-regular,DDITPZBTHWDDMO66JWC25IXQ,"Twix, Ice Cream Bar King Size 3oz",Regular,275875D,,Ice cream,Ice cream,,,,,,Physical good,,,,,,,,2.75,,N,,,,,,,24,,,
#twizzlers-twists-strawberry-candy-16oz-regular,6ZQVTQLBAN6OQFHUSH7WJUM4,Twizzlers Twists Strawberry Candy 16oz,Regular,3507907,,Cookies > candy,Cookies > candy,,,,34000560028,,Physical good,,,,,,,,3.25,,N,,,,,,,4,,,
#unreal-dark-chocolate-coconut-bars-regular,FKUC6R7JWJ34E5FJLQ5JCTKF,Unreal Dark Chocolate Coconut Bars,Regular,H207172,,water > Snacks,water > Snacks,,,,8.57484E+11,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#vanlys-17-6-oz-regular,LTNXI7NJYSIPWPQDTXIFXXZL,Vanlys 17.6 oz,Regular,Y689063,,Candy,Candy,,,,8.0613E+11,,Physical good,,,,,,Y,Y,14.99,,N,,,,,,,2,,,
#vita-coco-coconut-water-11-1-oz-regular,HABBAME7R4KG7YHJ3GKOJHZ6,"Vita Coco, Coconut Water 11.1 oz",Regular,S383279,,Chips > Drinks,Chips > Drinks,,,,,,Physical good,,,,,,,,variable,,N,,,,,,,15,,,
#vitamin-water-dragonfruit-16-oz-regular,E4XAPPHCJUNACS6AAZT6BJ5S,Vitamin Water dragonfruit 16 oz,Regular,F601034,,Chips > Drinks,Chips > Drinks,,,,7.86162E+11,visible,Physical good,,,,,,,,2.25,,N,,,,N,,,8,,,
#vitaminwater-blueraspberry-limeade-16-9-oz-regular,TNJ4R76QGGO56KHPLYRL3NVS,Vitaminwater blueraspberry limeade 16.9 oz,Regular,Q408604,,Chips > Drinks,Chips > Drinks,,,,7.86162E+11,visible,Physical good,,,,,,,,2.25,,N,,,,N,,,8,,,
#vitaminwater-tropical-citrus-energy-16-9-oz-regular,HN3VM73CBVB5LLFUISVDZHZM,Vitaminwater tropical citrus energy 16.9 oz,Regular,743304M,,,,,,,7.86162E+11,visible,Physical good,,,,,,,,2.25,,N,,,,N,,,8,,,
#wafers-with-peanut-butter-regular,NWNE7ATVRWBKCLYCA7D5OWZ2,Wafers with Peanut Butter,Regular,G202774,,water > Snacks,water > Snacks,,,,,,Physical good,,,,,,,,2.19,,N,,,,,,,6,,,
#warhead-extreme-sour-1-5-oz-regular,KCQMPDEPEJZTSCYSQSM35CBV,WarHead Extreme Sour 1.5 oz,Regular,F060514,,Cookies > candy,Cookies > candy,,,,32134233542,,Physical good,,,,,,,,1.89,,N,,,,,,,2,,,
#warhead-sour-rainbow-chewz-3-0-oz-regular,DWTURQGAG76TIACZMN5VTCAG,WarHead Sour Rainbow Chewz 3.0 oz,Regular,Y963115,,Cookies > candy,Cookies > candy,,,,32134212561,,Physical good,,,,,,,,1.89,,N,,,,,,,3,,,
#warheads-cubes-4-5-oz-regular,DSZL7ZQ4RQOEZLFNSNWUWRHP,WarHeads Cubes 4.5 oz,Regular,X622296,,Cookies > candy,Cookies > candy,,,,32134239322,,Physical good,,,,,,,,1.99,,N,,,,,,,4,,,
#warheads-lil-gummi-candy-chews-theater-box-regular,EOSCNTNZWSFXD3PPKYDEYOJQ,Warheads Lil Gummi Candy Chews Theater Box,Regular,9745008,,,,,,,32134210420,,Physical good,,,,,,,,3.2,,N,,,,,,,-1,,,
#warheads-lil-gummi-candy-chews-theater-box-1-regular,4P4ZCU4NH7UZDQGDPB6TL4QF,Warheads Lil Gummi Candy Chews Theater Box [e211046],Regular,E211046,,Cookies > candy,Cookies > candy,,,,,,Physical good,,,,,,,,1.89,,N,,,,,,,4,,,
#warheads-wedgies-chewy-candy-3-5-oz-theater-box-regular,KLI6BV7QVRZZKVE3OQ3B5VG4,Warheads Wedgies Chewy Candy 3.5 oz. Theater Box,Regular,8788287,,Cookies > candy,Cookies > candy,,,,32134285053,,Physical good,,,,,,,,1.89,,N,,,,,,,4,,,
#watermelon-cherry-strawberry-fruit-punch-favereds-mini-fruit-chews-watermelon-cherry-8-0oz-regular,UFY34N2ZLDKPUMO57H4YJBZI,"Watermelon, Cherry, Strawberry & Fruit Punch Favereds Mini Fruit Chews, Watermelon, Cherry 8.0oz",Regular,22000135377,,Cookies > candy,Cookies > candy,,,,22000135377,,Physical good,,,,,,,,3.89,,N,,,,,,,1,,,
#weather-original-soft-caramels-regular,64AKZCBLVSWWQSYQJWOKIUGA,Weather Original Soft Caramels,Regular,462385X,,Cookies > candy,Cookies > candy,,,,72799935016,,Physical good,,,,,,,,1.99,,N,,,,,,,1,,,
#welch-s-mixed-fruit-regular,W42WFSKNBV7HVD7BML56543A,Welch's Mixed Fruit,Regular,34856028987,,Cookies > candy,Cookies > candy,,,,34856028987,,Physical good,,,,,,,,1.99,,N,,,,,,,10,,,
#welchs-island-fruit-snacks-2-25-oz-regular,TUXORKHVDK6HAGLUSADV2IIG,Welchs Island Fruit Snacks 2.25 oz,Regular,939786B,,Cookies > candy,Cookies > candy,,,,34856028918,,Physical good,,,,,,,,1.99,,N,,,,,,,5,,,
#welch-s-berries-n-cherries-fruit-snacks-2-25-oz-pouch-regular,SLW3CN3K7HGIKEDROLW6JUZD,Welch’s® Berries ’N Cherries Fruit Snacks 2.25 oz. Pouch,Regular,140837C,,Cookies > candy,Cookies > candy,,,,34856028925,,Physical good,,,,,,,,1.99,,N,,,,,,,5,,,
#werther-s-cookie-butter-creme-soft-caramels-2-22oz-regular,EBKGIMTUHR24AMUJMO6XZ74L,Werther s Cookie Butter Creme Soft Caramels 2.22oz,Regular,182152L,,,,,,,72799935016,,Physical good,,,,,,,,1.99,,N,,,,,,,4,,,
#werther-s-original-hard-caramel-candy-5-5oz-regular,JROWPHTVWT2O5XE6CDP5AUST,Werther's Original Hard Caramel Candy 5.5oz,Regular,W900502,,Cookies > candy,Cookies > candy,,,,72799008611,,Physical good,,,,,,,,3.29,,N,,,,,,,2,,,
#wholesale-snapple-juice-variety-drinks-20z-1y-sold-by-1-case-of-24-pieces-regular,KHXKEOYQQYDPC4XOPEFGO4GA,Wholesale Snapple Juice Variety Drinks 20z*1Y -Sold by 1 Case of 24 Pieces,Regular,C686014,,Chips > Drinks,Chips > Drinks,,,,,,Physical good,,,,,,,,1.6,,N,,,,N,,,24,,,
#wild-berry-skittles-2-17-regular,GWDGZBJ4Y6TVCA7K5Z2IQXND,Wild Berry Skittles 2.17,Regular,40000001621,,Cookies > candy,Cookies > candy,,,,40000001621,,Physical good,,,,,,,,1.5,,N,,,,,,,35,,,
#york-minis-unwrapped-2-5oz-regular,W36NNTNZKYTDVWSQ7HRRB2NA,York Minis Unwrapped 2.5oz,Regular,W780382,,water > Snacks,water > Snacks,,,,34000446728,,Physical good,,,,,,,,1.99,,N,,,,,,,5,,,
#york-thins-dark-chocolate-peppermint-patties-candy-7-2-oz-regular,WN4CTSIAADPX2JWSNGRM57FI,York Thins Dark Chocolate Peppermint Patties Candy 7.2 oz,Regular,,,,,,,,34000215775,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#zero-gatorade-fruit-punch-20oz-regular,5P7WBKIQD7X5IGNWC65LVJ26,Zero Gatorade Fruit Punch 20oz,Regular,S418830,20oz fruit punch,Chips > Drinks,Chips > Drinks,,,,,,Physical good,,,,,,,,2.5,,N,,,,N,,,16,,,
#zero-suger-mug-regular,YRFCLM2WP4JQ2EPY23B2CKUK,Zero Suger MUG,Regular,1214006,Root Beer,Chips > Drinks,Chips > Drinks,,,,,,Physical good,,,,,,,,2.5,,N,,,,N,,,23,,,
#coca-cola-regular,JOVY4DRMJ2DCW42SS2WF7CRR,coca cola,Regular,D996511,,,,,,,4904403,,Physical good,,,,,,,,variable,,N,,,,,,,43,,,
#essentia-ionized-hydration-purified-water-regular,HR75PK7UVWGEJNVPHKGD4FDG,essentia Ionized Hydration Purified Water,Regular,238621P,,water,water,,,,6.57227E+11,,Physical good,,,,,,,,3.25,,N,,,,,,,0,,,
#pineapple-burst-minute-maid-regular,XT5KY3HCXNDLHYHW7L4XMLAD,pineapple burst minute maid,Regular,970538P,,Chips > Drinks,Chips > Drinks,,,,25000135729,,Physical good,,,,,,Y,Y,2.5,,N,,,,,,,-7,,,
#powerade-xtra-sour-cherry-kicker-regular,Q5EDNKN45BXXURR76BZF5ZFK,powerAde Xtra Sour Cherry Kicker,Regular,3133215,,Chips > Drinks,Chips > Drinks,,,,49000559620,,Physical good,,,,,,,,2,,N,,,,,,,8,,,
#small-pepsi-regular,IMJWHVWSFCQ2HEUFKIUPPROV,small pepsi,Regular,1201303,,,,,,,,,Physical good,,,,,,,,0.99,,N,,,,,,,-3,,,
#swirl-lollipop-regular,O745VHZP3DGT6BP2URLRJPBE,swirl lollipop,Regular,X003TU45KF,,,,,,,,,Physical good,,,,,,Y,Y,0.5,,N,,,,,,,0,,,
#water-pure-life-regular,A4P77VFBS6MPRBSO2PPS7UAM,water(pure life,Regular,7858632,,water,water,,,,6827465,,Physical good,,,,,,,,1,,N,,,,,,,-3,,,
#-amos-peelerz-peelers-gummy-grape-peelable-fruit-candy-3oz-regular,WCAUMXU4IH3W4I5Q44BTUIG4,🫠🫠🫠amos Peelerz Peelers Gummy 🍇 Grape Peelable Fruit Candy 3oz,Regular,Z465463,,Cookies > candy,Cookies > candy,,,,8.10052E+11,,Physical good,,,,,,,,2.5,,N,,,,,,,12,,,
#-amos-peelerz-peelers-gummy-orange-peelable-fruit-candy-3oz-regular,TZMY5RCHCBHSS6IJEK7MJTRA,🫠🫠🫠amos Peelerz Peelers Gummy 🍊 Orange Peelable Fruit Candy 3oz,Regular,276808Q,,Cookies > candy,Cookies > candy,,,,8.10052E+11,,Physical good,,,,,,,,2.5,,N,,,,,,,17,,,
